image_id,ethnic_group,image_path,exists,file_bytes,sha256,width,height,format,mode,phash,dhash,ahash,has_exif,exif_keys
Miao_0046,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (14).jpeg,True,107424,9d55badf9139a95574becb74f6729cab4a0deac45143034bdbb4fd386baaaee9,500,889,JPEG,RGB,c94936351253e7b6,d2f3d3d19456d22f,00387878dae2fbff,False,
Miao_0047,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (140).jpeg,True,152376,38966e3db95cfce3cf308e013093367ed6ef6305f1f7de84864fc70f59a7e3b9,800,1200,JPEG,RGB,e61c79c8a5a674e4,f0b02eeec783c74b,0818f6f7f3f1e1e1,False,
Miao_0048,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (141).jpeg,True,176131,a2caf69ea1277892b62eb312f2843e0b1eb9ef58df097c71566f3b502650ca67,800,1199,JPEG,RGB,acd3bc8ca2e4a953,dcb8dbd7d7373637,ff0f0863231b1313,False,
Miao_0049,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (142).jpeg,True,105451,6e2f363d5862b37340a16e30f2cdd472759272d1d42736f796c9a4dee0897600,800,1067,JPEG,RGB,e607f0bf303c17e0,064b646565642587,e2f0303030b0f0f0,False,
Miao_0050,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (143).jpeg,True,117794,735e4230bf197ab9ad4a1497d90beb6fcc8adf0736d23b80c3524abfb8591c55,800,1328,JPEG,RGB,bcc08fb3c9c43a0f,982821a61b392637,ffff90d000040000,False,
Miao_0051,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (144).jpeg,True,135910,d285cc11c28cab669a1591cd96d1065d4aaa9afc4e1dd888a4dd736395d68f5b,800,1200,JPEG,RGB,882f91d33da91a6e,1fa32327339999b1,07381113107c7f7d,False,
Miao_0052,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (145).jpeg,True,139998,30fef7e2ce120a1c6efa8295632050eb14e93777da025faa29e1d11c30aba538,800,1284,JPEG,RGB,c49dfab282a36c4d,ccb2e2c6e686c1e5,ffff337732000000,False,
Miao_0053,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (146).jpeg,True,123096,0286adcbe64b6f851e1858a2f361d3e35998f3a25b2e31b11635459a34ec2689,800,1200,JPEG,RGB,9d522272e3bd1e89,0cb23292d2323272,00001bdb7e9bdb03,False,
Miao_0054,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (147).jpeg,True,123995,015795d29637f6fe6b6a08c8211c85c5979b1622e7606adac73b94cbd19b61b1,800,1190,JPEG,RGB,b3c7e98cb13356c0,ecb3c81eac249b9b,ffffee0717000000,False,
Miao_0055,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (148).jpeg,True,110666,9a9207bca33094defc45dd6ee8ea0dfb630f8327de7d2e58cff827e9130e5728,800,1200,JPEG,RGB,dcccf2f2c18183ab,a124f2f214a82913,fffc3e1afa000000,False,
Miao_0056,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (149).jpeg,True,117305,ea213c4ce7a96d0a875cbc5f8225003bbe6c7a02839685514a86ae86e3ab69e0,800,1200,JPEG,RGB,89b146cc656edb34,3038190b533363c3,181f0fe313193120,False,
Miao_0057,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (15).jpeg,True,72866,da6e23f0a7d0dc12cea083e47133e7d1fd70926c83d7eec3d2d404d90b25d356,500,667,JPEG,RGB,ce0276ad133aec4d,60e0e26123232527,38383038b9d391c0,False,
Miao_0058,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (150).jpeg,True,99875,db8f0ecf865db9417b8fcd215a31ad99bcc010866b7d14cab3ac5c21f5840906,800,1200,JPEG,RGB,d0c44796999b3778,f08292b892ac59c3,7cf0f8fcdf070800,False,
Miao_0059,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (151).jpeg,True,169211,ebc17b0daec264f18b86653be4361f3971845c143862a8765782f5a243e920c7,800,1200,JPEG,RGB,a9d3e479e2655c18,8e6559cb9b3b76a6,f7fd3d6d49891312,False,
Miao_0060,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (152).jpeg,True,123698,94c94b84813e35ff3bbb94eb4d437d9a55b6630f3ddddbde51241e6811743089,800,1221,JPEG,RGB,bc83ee8cc7382587,d82f9e98e236352e,ffffef8c10000000,False,
Miao_0061,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (153).jpeg,True,120097,e3dc29948c18d4e29ee80e3e57c2e59550584a76b0ea88c9386298c066691c26,800,1200,JPEG,RGB,cfde52e3830a26e4,68282271c68e8606,fcfebb18f3600000,False,
Miao_0062,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (154).jpeg,True,154275,8fc82abc2cf92fa10de2375c4163e48049bf65073acb7ce1486292ecd82006ca,800,1200,JPEG,RGB,8d68156a755b71a6,3072f2326671f8f4,001b79fafef83e3e,False,
Miao_0063,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (155).jpeg,True,156264,2ef3885df666c9a9442e92ff38584f8a23e48a0ee90fb8e9f47bd987e9fb6323,800,1200,JPEG,RGB,ce4cf12fb22b188d,0420a06766674088,e0f0f8303030f8ef,False,
Miao_0064,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (156).jpeg,True,144958,ef4a2dc545d9357833ba3bf289d17b4b3866d0a5b27f920bdc00317f32940fea,800,1200,JPEG,RGB,cc023bbdc045bf6a,a40666a6a1662629,00003070f8bffaff,False,
Miao_0065,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (157).jpeg,True,182030,f750eb88fff926f3aaef9fef32be53de927dec18f1764ef041789f34ad4544d8,800,1480,JPEG,RGB,d4d67961865c5b31,ec387064cc969697,7c9c183f7fe0c1c3,False,
Miao_0066,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (158).jpeg,True,153985,0a8629e3947c4ae5ea690034c548a85ac4c41cdfb96cd411a368a6e75dce9193,800,1200,JPEG,RGB,cc40f3b13e2d361e,e6c2e2e7713a3231,0078103038fffbfd,False,
Miao_0067,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (159).jpeg,True,108616,cb786ac05914366892c428072e37342eba1a75e9b98466d9377fd581426dd9bb,800,1200,JPEG,RGB,9b9b66646466c999,2559597430f0c820,000c0c1e1e1c2410,False,
Miao_0068,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (16).jpeg,True,199935,e5fb77ecf21daea09016c3da6cc86b7d533597417ac6c76b74e87056962410fb,800,1200,JPEG,RGB,a9eb7036672f3818,0b1313537939b39a,01999bbbff9f0100,False,
Miao_0069,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (160).jpeg,True,178096,6675bdf51ffe82622597f9eeda5d1474e0baba4208e364252d8b3e3fd021b618,800,1200,JPEG,RGB,af81a60e5d3507b6,ce4b4e1635262e6e,77ffefda90808080,False,
Miao_0070,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (161).jpeg,True,145452,826989797e3f907bf08830ba29133458ae6de5f0a05cc1650dcb33143660d3ca,800,1202,JPEG,RGB,ccc3e7c526f32116,e2e2f1b1f0f2e024,7878387818383810,False,
Miao_0071,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (162).jpeg,True,72102,0828f0825fa99d1f972a8ca8e8f2fcc8bf7b92731b5a1188068d68ca4041c268,684,1216,JPEG,RGB,8e292fd16ca5d31a,636173e6e0c8ee65,131119331c7e3731,False,
Miao_0072,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (163).jpeg,True,112455,4a058f048e1f5305cd61152766e29ca23b0e4e2dae83103f9eaaac7294608e2b,800,1068,JPEG,RGB,ec07f0f319307876,2667656460242413,c2f03030b0f0d0d8,False,
Miao_0073,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (164).jpeg,True,86758,ac42f713140e8a1ad3ca68bdac35dff426f5986331c1eb8aeebb57f448ea13d0,1216,684,JPEG,RGB,f669e032cac77138,121a10642d1c2cad,c0c0c0b48486f6fc,False,
Miao_0074,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (165).jpeg,True,92249,265b396f3b40fae9fb7d0b333062d8a9ccfae288c8594b4977264d45c12708f0,1216,684,JPEG,RGB,c2b0e14946756dcf,849c2cace5f15141,62cff6547c780878,False,
Miao_0075,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (166).jpeg,True,162985,c148f6e980c3787c9c80b5d4922821de27df494c11474fd0fc9a5756587cd624,800,1200,JPEG,RGB,ff954178d063851e,52766e5435234b43,bf9fbfae9c010020,False,
Miao_0076,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (167).jpeg,True,134996,a517adbb45c320d3525c1ec042fa446eb2678ac175897f3ac362213c532aa159,800,1200,JPEG,RGB,ceced3d3f2d0b010,4161b1236bd3d929,fcf8108020100800,False,
Miao_0077,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (168).jpeg,True,137875,7d751ee1edf99e723eef3c3a7190e4dc8778fbf159da2ede7c5b5f5bab543d12,800,1200,JPEG,RGB,865a29ed9634794b,69a9dd6464e667f7,00000036fff3333f,False,
Miao_0078,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (169).jpeg,True,165603,c1c91438e058db3a10d875b0c6d6895cdb0354e9c522b8c3d81b08e35b1d6489,800,1200,JPEG,RGB,c8b6361932cb7b61,bcb4f8f1b3f2f264,0f1efcfc58383830,False,
Miao_0079,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (17).jpeg,True,159142,48d71e1d02659ee04a20ea1d69da81232c383748b30ec9272d8f10ddca6af81e,800,1200,JPEG,RGB,d946263616ec339b,e4c0d391d998b250,3078f8f87c4efa08,False,
Miao_0080,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (170).jpeg,True,172550,ebaecb2893493e897a1c0e0023aace85dfd7451b84e92fe3bd066fc5d56b9d71,800,1200,JPEG,RGB,fd81680a596da6ab,d339263668241615,f9fdffda8c8280c0,False,
Miao_0081,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (171).jpeg,True,149799,9c14ff8e21ea46eced412428fda6c598b01ea01f64074f76c42e89c447bec051,800,1200,JPEG,RGB,9063147c6f8f2b1b,c6dc4949149434bc,00647dffff1e1e1e,False,
Miao_0082,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (172).jpeg,True,179202,d40cda2b16ee4b190768e70c5fd81ea4013d8eb8bdee5e59c894e63f7c4d2d50,800,1200,JPEG,RGB,99e113082c9fcfdc,f29c5a33b4f17978,1a6eff99183c1c1c,False,
Miao_0083,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (173).jpeg,True,122715,53cc3c28c0260d06cb6e262ccb646614c8dacdd285d12d2d6a50429407f6ed00,800,1200,JPEG,RGB,919b6146f4e72879,d9d89b5c3ce54d96,0d0e0fffff112040,False,
Miao_0084,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (174).jpeg,True,214781,9a8ee5eead72424f9cbac7263f3993c30af4c533975858447e50eee313aed1dc,800,1578,JPEG,RGB,f1ccc4b1d90cb2f1,b0e4a730189e8f48,fffe0000ef060000,False,
Miao_0085,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (175).jpeg,True,120956,ae7d10f503df42b62f741cf551c0eb5f8da1fca9e6f722d2983dc585435480ed,800,1200,JPEG,RGB,e7eae8f222e0186e,8d6373d049184627,e3f9382024ecf2f1,False,
Miao_0086,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (176).jpeg,True,85707,66080a5d90d356be379ba3f6ba5aec68ec70b1c8e8eb5c1cda5b343383f41bdb,800,1200,JPEG,RGB,bec4936a15919bcc,ac0c4506270b2f5e,fff7ffc381810102,False,
Miao_0087,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (177).jpeg,True,116446,e83ca9d78a10a7f232394aa49e5b09b2517ae914767ebe9f7e048e1fbdc68163,800,1200,JPEG,RGB,d399f4e50b9a7224,34269df9d28fe46c,ffff0f1c00003c80,False,
Miao_0088,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (178).jpeg,True,158466,f1467c22d13780398071d55fdc8bb18076e9a1ca34ec4b523d278e458417f062,800,1200,JPEG,RGB,cff8076c500fb589,d4a35330b06763cc,1e79f9fcf8313124,False,
Miao_0089,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (179).jpeg,True,111693,1b996f8596c1c51a63102e76fd00f8d16a399da9518a75fcc5838d27cf6fa47f,800,1200,JPEG,RGB,e49ec3c93c93ce60,29060f0e960e4e06,ffffe783c3c3e3c3,False,
Miao_0090,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (18).jpeg,True,84057,3e43d737c745a6fd9cc3ac43309cbc9fe71145a190e18068373bc52b8f4d8813,500,787,JPEG,RGB,8ce572387b6b2c16,9be4e2f3f2b1f9f8,017c3a793f1f1c08,False,
Miao_0091,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (180).jpeg,True,156946,5b177c2f7e27a7010cc8fc604947b18e76a3bc4ff96f5434d5e48e95e1bc2ddf,800,1200,JPEG,RGB,e019e6ed41e4939b,e3a0f99a990b2727,f8f80c48c8e1f3f1,False,
Miao_0092,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (181).jpeg,True,96686,a1a4a99ff242ad4161dfa5e88d31e8d6f75e0ced9ab6c7ef764abcdf6dc16ab8,800,1200,JPEG,RGB,9971a6a8899be52e,fbac9c18b13365e8,0300061c183b1f3f,False,
Miao_0093,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (182).jpeg,True,194455,3536c7be6090b56d33ffbeceb66341a631c1bf289cee78f82243ab8e4cfb56f2,800,1067,JPEG,RGB,ce9ecc5398712d58,71607261e8e0c1a3,3c3c183c3c3078f9,False,
Miao_0094,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (183).jpeg,True,168330,d73051ad224b9d255706598caccf73db22da759ca6396c5467364d32072350ab,800,1200,JPEG,RGB,9ef29508085c7b7b,b84c4925f1796868,1fa7ecf01d181c3c,False,
Miao_0095,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (184).jpeg,True,177970,556e435bc284d11361881bc003076459b798a6a578d287bbcf6737babf2a0f07,800,1200,JPEG,RGB,ae8db6b19c566ac0,2e67e3e7a38f2c2d,871331103d8187d7,False,
Miao_0096,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (185).jpeg,True,134687,c0f406458c4aa8d9e8cca8d66fd0273e761eb7358c045589af95b6cab4075d48,800,1200,JPEG,RGB,8c26f90bf39c9c86,f3a3e4f4e6f3f291,0800121c333f7ffc,False,
Miao_0097,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (186).jpeg,True,142655,8f9d56a744c56f0d8e2ec33c8c4fc54478ad06e593cc2b578fe44715b344a78f,800,1200,JPEG,RGB,991db47307e465a6,3ab014f0691908af,0008081c3cfcffff,False,
Miao_0098,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (187).jpeg,True,143995,af076a7be66d41a7e079393b5e614abe8eb6d446cc3ce91b3775c046eb2658b6,800,1200,JPEG,RGB,c279dd56f249c1e0,a83393d58ccc606c,f881490044763cff,False,
Miao_0099,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (188).jpeg,True,151946,4a3ad311763ea05cb36ff7a7493bddb74d7e7ea8d166dd37dd5a09c4419dc8a0,800,1200,JPEG,RGB,c9bbc3a6e881c32e,db78181333eae8a2,fffeced891320078,False,
Miao_0100,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (189).jpeg,True,118495,806a255cc6a0b8363a1dcedcaa005e1c4712770aa8db37b75480f2cd099ecbf9,800,1200,JPEG,RGB,cbdbb39430192d36,99434b312466298f,fdfd3998803000c3,False,
Miao_0101,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (19).jpeg,True,232500,44d1e3d8b9e47ffffc7b9b559ea4ee5ce00a8201ec7396ce660ca8af923bb6e2,800,1733,JPEG,RGB,940bb7635a69378a,d0f87cb1f8cca638,081e1f587c26ff9e,False,
Miao_0102,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (190).jpeg,True,114159,d5318626a1293dbc2c9f9888f6b387a92b79f605dc8a266ffdc20fb39615aa52,800,1200,JPEG,RGB,8f3960633709c6bb,1b3272736960f364,009f3a19bf3c3b33,False,
Miao_0103,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (191).jpeg,True,166369,7247563ef1e828ce565a3a3abf39d8b7f9ba2ab16302f3d04d8f13510c23cdd5,800,1200,JPEG,RGB,c6fc91e92e8e4287,63b0642463c5f16c,fffebe9030601d04,False,
Miao_0104,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (192).jpeg,True,151648,dde566d516be1a9ba61279b05c693315d3210b438e34ee79a7b4905ce0cd9c31,800,1200,JPEG,RGB,94fc93a96a6ab08b,d474343533ba7454,fefede90111e1434,False,
Miao_0105,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (193).jpeg,True,143744,c7481e8aad8930b215f6773dddfba88a4c500e18933617eb7fa3c2714066e13f,1200,800,JPEG,RGB,cdccb0cdc4d0d9c3,f0e1e2626373f0f4,7a38383838383e3e,False,
Miao_0106,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (194).jpeg,True,172323,bf3bab8a56c431246a31961104379217874288a7cea560536158b4d3f48b9599,800,1200,JPEG,RGB,c68ebf472c2c0b36,ecece5e5ecc8c4d9,3f7e7c7074606605,False,
Miao_0107,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (195).jpeg,True,152311,25d6285d1b0cd9d44bdeef64c5bfd2392a3e9722c597e84aab1c989f1762402b,800,1200,JPEG,RGB,c70d70194cfccbc3,326ee666e2d70e0e,00037330383be7e3,False,
Miao_0108,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (196).jpeg,True,104337,4ee58271c0da3a57f95c03cfea3d2f9c4c3b5c0405fb1e04af4f00f05c09ef76,1234,745,JPEG,RGB,f4e44cd6d21be825,a40686998d3c3830,f0f2e3efe6c48c8c,False,
Miao_0109,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (197).jpeg,True,135079,fd782a29469d5d04818d8f87214f227ce6094ddd7e1a8c7bfa82bebc570540dc,800,1200,JPEG,RGB,cd8ce6c3c8f8b858,e0643233f3da6882,ff3e181818080000,False,
Miao_0110,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (198).jpeg,True,153040,e78e37551d9e39a7b8cf0b3a96c7b0892c1ccf31bacf7d828a503e1e1d764f9e,800,1200,JPEG,RGB,845fd483e8e0e9ce,c16426a7efcee4a6,70109013336f77f7,False,
Miao_0111,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (199).jpeg,True,187568,6c60289a5f7bd0e77a686fe4a08e80908246538631defc4b9ebbbc8764ad94b9,800,1579,JPEG,RGB,d1c44f91b3d02c6f,b8b2b29c989e9a80,ff7e5aee6e474000,False,
Miao_0112,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (2).jpeg,True,157807,e87564fccb902a18a48517a6e3afc076b89c75caca27f867ea446c2cb20527e1,800,1200,JPEG,RGB,b7c9346639945a27,88c8d0f2caadac0e,ecfeffffe0040607,False,
Miao_0113,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (20).jpeg,True,154555,275d63c4199a6e79e90021d3a446bae6e8057ad937f9eefa610fe1cab2468fac,800,1067,JPEG,RGB,9d4dacb24981729f,723274f1718cf672,b8181e3818063f19,False,
Miao_0114,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (200).jpeg,True,172741,39ba6779ca4010d5bdef4c35268387a50a951dd841dc897b11a3528a0c2dec6f,800,1200,JPEG,RGB,decd07258278253f,606030990c8e31e8,3cfcd8fcff40003c,False,
Miao_0115,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (201).jpeg,True,68316,8aa614f4400f3de5eddc824f7071687fcd99b39d75662c614b978f9179328c5f,500,612,JPEG,RGB,c6de13f6901ee292,e4606424e466e6ca,fcbcf438f2f20060,False,
Miao_0116,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (202).jpeg,True,180805,fdbf2bfdf3bd7d1ab1aa031b0be534348af5279eaa192db7e9eec2ef78cfd821,800,1200,JPEG,RGB,889b3bb37351343a,f961b7b1b3267727,0d3d1b591f171303,False,
Miao_0117,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (203).jpeg,True,164732,baf042bbce987daba829f6c1662707e0738ff0342b4f417ec39d1ca762c46e0b,800,1200,JPEG,RGB,8a9d36d62d39c1ac,7171f353f3f1b1c3,1f3d19093b7d0531,False,
Miao_0118,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (204).jpeg,True,148144,758759f525cf7518a905a694f86591049b682cdf1b4ca1af2232f2aff1f647eb,800,1200,JPEG,RGB,f3bae4cd4a364942,1c1c1c5cd9b22ccf,c6cf8f0c0cf8a660,False,
Miao_0119,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (205).jpeg,True,158943,b483a40fd1c671c86dc43a6de410bf024f81714988dfd3e5048a700192ba783d,800,1200,JPEG,RGB,9d9c7c6746365069,7432b0686aca1a5a,101a1f3f3c280300,False,
Miao_0120,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (206).jpeg,True,221767,46fef5d82644e8d87536bf66fbf91c4b7c508098d81942c694912a22606b833a,800,1094,JPEG,RGB,b38e4cb187cec88e,e0fe21585e9b1f07,ff00902f0fc703c0,False,
Miao_0121,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (207).jpeg,True,159963,fdf85684660e5303a73773ea9fb8a083e06c15f6d59625a67e51b5a3085c91ef,800,1200,JPEG,RGB,cb94302e497c767a,28f8e8e3e36151c9,007f7f3838183c64,False,
Miao_0122,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (208).jpeg,True,135973,655220283f2ebc2c00ad8682bb4db83ed732809fe4046075b30776ffbb880a88,800,1200,JPEG,RGB,9a49e4e6c7c7c894,c6b931f9f8f0ecec,700c183c1c7c3e76,False,
Miao_0123,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (209).jpeg,True,137206,ae9d9bc0aac5aa76689f98bb45b799e870d534aae9ceafc35f832b8fa60e529b,800,1200,JPEG,RGB,9c1334865b3deae2,38dc977369b4362c,040f4f98fd1f1394,False,
Miao_0124,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (21).jpeg,True,136005,ee424f6c8f5ebba9cabcb7543e76c6120ed66f69358709a667baebe82ebdceaa,800,1200,JPEG,RGB,cd44793b361c34d3,74e2e2e06873f3e0,00787830340b7878,False,
Miao_0125,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (210).jpeg,True,159464,1072026ef23851580cbf6045307c8eb47b9a6d96009c4a3c2f3367519e6b3eb3,800,1200,JPEG,RGB,f99653340b5136ad,181a3e13161d121b,cfcfcfc9c3c0c8c0,False,
Miao_0126,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (211).jpeg,True,146364,33ee59e98df60351105966e448efc53408f745a67f19bc4da219e68dc69f3adf,800,1200,JPEG,RGB,cb16723c26676539,f8b9506033125191,001c3838d9f8f9f8,False,
Miao_0127,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (212).jpeg,True,115545,8cc7cf106e3fd58af0f8edaf6d8f9df6f21e9b67a92bc7f8e859069b244a3591,800,1120,JPEG,RGB,9269968e29db535c,f337999ab4ec6c5c,030308c8133e3e0f,False,
Miao_0128,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (213).jpeg,True,119030,a868a19cda955a0649b912fb66935e7032abd36abc99b69b754298ab4414d1e0,800,1200,JPEG,RGB,c65cb13309be98c7,8862e573d0c9cfc6,0010301878eff77b,False,
Miao_0129,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (214).jpeg,True,199377,fd4bade7a370168a2a514c5efeb73c3359f8f40bda110832b2ad7e985f1c1ec5,800,1106,JPEG,RGB,b3874cb193cec88e,f0fa21585e9b1f07,7f00102f0fc701c0,False,
Miao_0130,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (215).jpeg,True,161568,5f1f56c37b8c27ac1e27a87169bee3fa06632181546d3f7c54f602c3c1c37394,1200,800,JPEG,RGB,fc12214d1d6573da,3129090c320687bb,008cccc0d0f3f3df,False,
Miao_0131,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (216).jpeg,True,167232,960b1acf1b16bca09fce6283ac5df59c1fd82923a583f284098d83401afc14d7,1200,800,JPEG,RGB,f14d4c8b36966b19,9092909c9a4b8e8c,00d8c0c6cfe9efc6,False,
Miao_0132,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (217).jpeg,True,161384,b353a84755498471064f29c6496df5571fbd365eea74973776e3fa55c18eeaf1,1200,800,JPEG,RGB,b11ab8eb12cd655a,9999b8aa8a42028e,0c0c000068e3fbc7,False,
Miao_0133,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (218).jpeg,True,178925,7516289146ee0644de0a3d1dbd916cc7b0492bfd778e793998ef9f09266aac50,800,1561,JPEG,RGB,81757e5ca0a3376c,85b0dada9bdbbbcd,00006f7f7f2f0900,False,
Miao_0134,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (219).jpeg,True,58807,264b139be1339bd243ca258bba8090fff286f286ccaacab88b0be44a6cd17a03,500,728,JPEG,RGB,81406d1fde26bf34,e1d28e88595b8ecc,3078e6fe0c0f03ff,False,
Miao_0135,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (22).jpeg,True,44889,9d997833e2682189337191b68c292b5a3b0e90f829fac58c365a5cae777a68c5,500,889,JPEG,RGB,b8d3866e9f29911a,cd8d9f133b132b2f,f7ffc7c1818181c7,False,
Miao_0136,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (220).jpeg,True,110525,781338e798e78a9bec816dcb75bf4b55e0599a896ab19ea4e18fc7fdb28a6d98,1200,800,JPEG,RGB,ea98f56700e6c68d,441aaba1c7450ca7,e0ccfd5131e0e0c1,False,
Miao_0137,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (221).jpeg,True,126074,6c96d11b04bca59c39a7a9ba1ffda332c90115cb0b39e99c08a708087460d7af,1184,800,JPEG,RGB,db38937e4911137c,717170b333696949,189f1c1898bc3c3c,False,
Miao_0138,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (222).jpeg,True,209165,818b8f295e9e755954f4637e0ac4d2268c5cb13dadd60eb53172c29fe42e6893,800,1200,JPEG,RGB,d8e836a663c7885b,ad91b1302be72828,f7ccd8f80013b400,False,
Miao_0139,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (223).jpeg,True,103302,28c2ad5c615d451435f7846114d52af37ef8e49c8dcb04c1d8c26cc0bfd64ab8,800,1199,JPEG,RGB,9ca3a31d1948f357,fbef8e3332323131,7f7ff79898981818,False,
Miao_0140,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (224).jpeg,True,121609,d1838d858956d99b6beb11393ad99a65f909b883dcd4a23fde930d71990ad9b7,800,1189,JPEG,RGB,d2333c6c671a6327,b8b8d9d944b070e5,00de2c6cb6fc1c17,False,
Miao_0141,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (225).jpeg,True,97428,fe61362a7cc70a4fdada53afac1f0eaf4702981a40d50d3d25df2ca56a9a16b6,800,1199,JPEG,RGB,8b0a46e464dbb1ed,f979797957de49f0,0001190903ffffff,False,
Miao_0142,Miao,data/服饰2/民族服饰/苗族/苗族服饰 (226).jpeg,True,121832,28b853e06ee49e40d4f98e303953399645408bfeb82b6cac807080da0c960795,800,1200,JPEG,RGB,91d49493f3c6c4f4,ecb0a3989cd1f1d8,7e181040e7ff0c00,False,
